SYMBOL,COMPANY,MEETING_DATE,PURPOSE,DETAILS
KERNEX,Kernex Microsystems (India) Limited,13-Aug-2026,Financial Results/Other business matters,"To consider and approve the financial results for the period ended Jun 30, 2026 and other business matters"
KEYFINSERV,Keynote Financial Services Limited,13-Aug-2026,Board Meeting Intimation,KEYNOTE FINANCIAL SERVICES LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
KEYFINSERV,Keynote Financial Services Limited,13-Aug-2026,Financial Results/Other business matters,"To consider and approve the financial results for the period ended Jun 30, 2026 and other business matters"
KICL,Kalyani Investment Company Limited,13-Aug-2026,Board Meeting Intimation,KALYANI INVESTMENT COMPANY LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
KICL,Kalyani Investment Company Limited,13-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended June 30, 2026"
KILITCH,Kilitch Drugs (India) Limited,13-Aug-2026,Board Meeting Intimation,KILITCH DRUGS (INDIA) LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
KILITCH,Kilitch Drugs (India) Limited,13-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
KIOCL,KIOCL Limited,13-Aug-2026,Board Meeting Intimation,KIOCL Limited has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
KIOCL,KIOCL Limited,13-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
KNRCON,KNR Constructions Limited,13-Aug-2026,Board Meeting Intimation,KNR CONSTRUCTIONS LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
KNRCON,KNR Constructions Limited,13-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
KOHINOOR,Kohinoor Foods Limited,13-Aug-2026,Board Meeting Intimation,Kohinoor Foods Limited has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Fund raising/Other business.
KOHINOOR,Kohinoor Foods Limited,13-Aug-2026,Financial Results/Fund Raising/Other business matters,"To consider and approve the financial results for the period ended Jun 30, 2026, Fund Raising and other business matters"
KOTARISUG,Kothari Sugars And Chemicals Limited,13-Aug-2026,Board Meeting Intimation,KOTHARI SUGARS AND CHEMICALS LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
KOTARISUG,Kothari Sugars And Chemicals Limited,13-Aug-2026,Financial Results,"To consider and approve the Unaudited financial results for the quarter ended Jun 30, 2026"
KOTHARIPRO,Kothari Products Limited,13-Aug-2026,Board Meeting Intimation,KOTHARI PRODUCTS LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Audited Financial results of the Company for the Quarterly ended June 2026 .
KRBL,KRBL Limited,13-Aug-2026,Board Meeting Intimation,KRBL Limited has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
KRBL,KRBL Limited,13-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
KRIDHANINF,Kridhan Infra Limited,13-Aug-2026,Board Meeting Intimation,KRIDHAN INFRA LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
KRIDHANINF,Kridhan Infra Limited,13-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
KRSNAA,Krsnaa Diagnostics Limited,13-Aug-2026,Board Meeting Intimation,Krsnaa Diagnostics Limited has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Fund raising.
KRSNAA,Krsnaa Diagnostics Limited,13-Aug-2026,Financial Results/Fund Raising,"To consider and approve the financial results for the period ended Jun 30, 2026 and Fund Raising"
KSCL,Kaveri Seed Company Limited,13-Aug-2026,Board Meeting Intimation,Kaveri Seed Company Limited has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
KSCL,Kaveri Seed Company Limited,13-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
KSHITIJPOL,Kshitij Polyline Limited,13-Aug-2026,Board Meeting Intimation,KSHITIJ POLYLINE LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
KSHITIJPOL,Kshitij Polyline Limited,13-Aug-2026,Financial Results,"To consider and approve the Standalone and Consolidated financial results for the period ended Jun 30, 2026"
KSOILS,K S Oils Limited,13-Aug-2026,Board Meeting Intimation,K S OILS LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
KSOILS,K S Oils Limited,13-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
KUNDANMM,Kundan Minerals and Metals Limited,13-Aug-2026,Board Meeting Intimation,KUNDAN MINERALS AND METALS LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to consider and approve the Quarterly Audited Financial results of the Company for the period ended June 2026 and Other business.
KUNDANMM,Kundan Minerals and Metals Limited,13-Aug-2026,Financial Results/Other business matters,"To consider and approve the financial results for the period ended Jun 30, 2026 and other business matters"
LATTEYS,Latteys Industries Limited,13-Aug-2026,Board Meeting Intimation,LATTEYS INDUSTRIES LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Other business.
LATTEYS,Latteys Industries Limited,13-Aug-2026,Financial Results/Other business matters,"To consider and approve the financial results for the period ended Jun 30, 2026 and other business matters"
LEEL,LEEL Electricals Limited,13-Aug-2026,Board Meeting Intimation,LEEL ELECTRICALS LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
LEEL,LEEL Electricals Limited,13-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
LGEINDIA,LG Electronics India Limited,13-Aug-2026,Board Meeting Intimation,LG ELECTRONICS INDIA LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
LGEINDIA,LG Electronics India Limited,13-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
LINCOLN,Lincoln Pharmaceuticals Limited,13-Aug-2026,Board Meeting Intimation,LINCOLN PHARMACEUTICALS LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Other business.
LINCOLN,Lincoln Pharmaceuticals Limited,13-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
LOVABLE,Lovable Lingerie Limited,13-Aug-2026,Board Meeting Intimation,Lovable Lingerie Limited has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
LOVABLE,Lovable Lingerie Limited,13-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
MAANALU,Maan Aluminium Limited,13-Aug-2026,Board Meeting Intimation,MAAN ALUMINIUM LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Other business.
MAANALU,Maan Aluminium Limited,13-Aug-2026,Financial Results/Other business matters,"To consider and approve the financial results for the period ended Jun 30, 2026 and other business matters"
MADHAV,Madhav Marbles and Granites Limited,13-Aug-2026,Board Meeting Intimation,MADHAV MARBLES AND GRANITES LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Other business.
MADHUCON,Madhucon Projects Limited,13-Aug-2026,Board Meeting Intimation,MADHUCON PROJECTS LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
MADHUCON,Madhucon Projects Limited,13-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,13-Aug-2026,Board Meeting Intimation,MAHA RASHTRA APEX CORPORATION LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,13-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
MAHASTEEL,Mahamaya Steel Industries Limited,13-Aug-2026,Board Meeting Intimation,MAHAMAYA STEEL INDUTRIES LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Other business.
MAHASTEEL,Mahamaya Steel Industries Limited,13-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
MAHESHWARI,Maheshwari Logistics Limited,13-Aug-2026,Board Meeting Intimation,MAHESHWARI LOGISTICS LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Other business.
MAHESHWARI,Maheshwari Logistics Limited,13-Aug-2026,Financial Results/Other business matters,"To consider and approve the financial results for the period ended Jun 30, 2026 and other business matters"
MAITHANALL,Maithan Alloys Limited,13-Aug-2026,Board Meeting Intimation,MAITHAN ALLOYS LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
MAITHANALL,Maithan Alloys Limited,13-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
MANALIPETC,Manali Petrochemicals Limited,13-Aug-2026,Board Meeting Intimation,Manali Petrochemicals Limited has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
MANALIPETC,Manali Petrochemicals Limited,13-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
MANOMAY,Manomay Tex India Limited,13-Aug-2026,Board Meeting Intimation,MANOMAY TEX INDIA LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Other business.
MANOMAY,Manomay Tex India Limited,13-Aug-2026,Financial Results/Other business matters,"To consider and approve the financial results for the period ended Jun 30, 2026 and other business matters."
MANORAMA,Manorama Industries Limited,13-Aug-2026,Board Meeting Intimation,Manorama Industries Limited has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
MANORAMA,Manorama Industries Limited,13-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
MARSONS,Marsons Limited,13-Aug-2026,Board Meeting Intimation,MARSONS LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
MARSONS,Marsons Limited,13-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
MASKINVEST,Mask Investments Limited,13-Aug-2026,Board Meeting Intimation,MASK INVESTMENTS LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
MASKINVEST,Mask Investments Limited,13-Aug-2026,Financial Results/Other business matters,"To consider and approve the unaudited financial results for the quarter ended June 30, 2026 and other business matters."
MAXHEALTH,Max Healthcare Institute Limited,13-Aug-2026,Board Meeting Intimation,Max Healthcare Institute Limited has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
MAXHEALTH,Max Healthcare Institute Limited,13-Aug-2026,Financial Results,"To consider and approve the financial results for the quarter ended Jun 30, 2026"
MEDICO,Medico Remedies Limited,13-Aug-2026,Board Meeting Intimation,MEDICO REMEDIES LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
MEDICO,Medico Remedies Limited,13-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
MERCURYEV,Mercury Ev-Tech Limited,13-Aug-2026,Board Meeting Intimation,MERCURY EV-TECH LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
MERCURYEV,Mercury Ev-Tech Limited,13-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
MFSL,Max Financial Services Limited,13-Aug-2026,Board Meeting Intimation,Max Financial Services Limited has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
MFSL,Max Financial Services Limited,13-Aug-2026,Financial Results,"Board Meeting for consideration of un-audited financial results of the Company for the quarter ending June 30, 2026"
MINDACORP,Minda Corporation Limited,13-Aug-2026,Board Meeting Intimation,MINDA CORPORATION LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
MINDACORP,Minda Corporation Limited,13-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
MITCON,MITCON Consultancy & Engineering Services Limited,13-Aug-2026,Board Meeting Intimation,MITCON CONSULTANCY & ENGINEERING SERVICES LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
MITCON,MITCON Consultancy & Engineering Services Limited,13-Aug-2026,Financial Results,"To consider and approve the Unaudited Financial Results for the quarter ended June 30, 2026"
MKPL,M K Proteins Limited,13-Aug-2026,Board Meeting Intimation,M K PROTEINS LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Other business.
MKPL,M K Proteins Limited,13-Aug-2026,Financial Results/Other business matters,"To consider and approve the financial results for the period ended Jun 30, 2026 and other business matters"
MODISONLTD,MODISON LIMITED,13-Aug-2026,Board Meeting Intimation,MODISON LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
MODISONLTD,MODISON LIMITED,13-Aug-2026,Financial Results/Other business matters,"To consider and approve the financial results for the period ended Jun 30, 2026 and other business matters"
MSTCLTD,Mstc Limited,13-Aug-2026,Board Meeting Intimation,MSTC LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
MSTCLTD,Mstc Limited,13-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
NAGREEKEXP,Nagreeka Exports Limited,13-Aug-2026,Board Meeting Intimation,NAGREEKA EXPORTS LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Other business.
NAGREEKEXP,Nagreeka Exports Limited,13-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
NIRAJ,Niraj Cement Structurals Limited,13-Aug-2026,Board Meeting Intimation,Niraj Cement Structurals Limited has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Other business.
NITIRAJ,Nitiraj Engineers Limited,13-Aug-2026,Board Meeting Intimation,NITIRAJ ENGINEERS LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Other business.
NITIRAJ,Nitiraj Engineers Limited,13-Aug-2026,Financial Results/Other business matters,"To consider and approve the financial results for the period ended Jun 30, 2026 and other business matters"
OLECTRA,Olectra Greentech Limited,13-Aug-2026,Board Meeting Intimation,OLECTRA GREENTECH LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
OLECTRA,Olectra Greentech Limited,13-Aug-2026,Financial Results,"To consider and approve the Un-Audited Financial Results (Standalone & Consolidated) for the period ended Jun 30, 2026"
OMFREIGHT,Om Freight Forwarders Limited,13-Aug-2026,Board Meeting Intimation,Om Freight Forwarders Limited has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
OMFREIGHT,Om Freight Forwarders Limited,13-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
ONELIFECAP,Onelife Capital Advisors Limited,13-Aug-2026,Board Meeting Intimation,ONELIFE CAPITAL ADVISORS LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
ONELIFECAP,Onelife Capital Advisors Limited,13-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,13-Aug-2026,Board Meeting Intimation,SHREEOSWAL SEEDS AND CHEMICALS LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Other business.
OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,13-Aug-2026,Financial Results/Other business matters,"To consider and approve the financial results for the period ended Jun 30, 2026 and other business matters"
PAGEIND,Page Industries Limited,13-Aug-2026,Board Meeting Intimation,PAGE INDUSTRIES LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Dividend.
PAGEIND,Page Industries Limited,13-Aug-2026,Financial Results/Dividend,"To consider and approve the financial results for the period ended Jun 30, 2026 and dividend"
PALREDTEC,Palred Technologies Limited,13-Aug-2026,Board Meeting Intimation,Palred Technologies Limited has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
PALREDTEC,Palred Technologies Limited,13-Aug-2026,Financial Results/Other business matters,"To consider and approve the financial results for the period ended Jun 30, 2026 and other business matters"
PANACEABIO,Panacea Biotec Limited,13-Aug-2026,Board Meeting Intimation,Panacea Biotec Limited has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
PANACEABIO,Panacea Biotec Limited,13-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
PANSARI,Pansari Developers Limited,13-Aug-2026,Board Meeting Intimation,PANSARI  DEVELOPERS LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
PANSARI,Pansari Developers Limited,13-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
PAVNAIND,Pavna Industries Limited,13-Aug-2026,Board Meeting Intimation,PAVNA INDUSTRIES LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
PAVNAIND,Pavna Industries Limited,13-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
PLAZACABLE,Plaza Wires Limited,13-Aug-2026,Board Meeting Intimation,PLAZA WIRES LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Other business.
PLAZACABLE,Plaza Wires Limited,13-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
PRAJIND,Praj Industries Limited,13-Aug-2026,Board Meeting Intimation,PRAJ INDUSTRIES LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
PRAJIND,Praj Industries Limited,13-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
PRAKASHSTL,Prakash Steelage Limited,13-Aug-2026,Board Meeting Intimation,PRAKASH STEELAGE LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Other business.
PRAKASHSTL,Prakash Steelage Limited,13-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
PRECOT,Precot Limited,13-Aug-2026,Board Meeting Intimation,PRECOT LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
PRECOT,Precot Limited,13-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
PREMEXPLN,Premier Explosives Limited,13-Aug-2026,Board Meeting Intimation,PREMIER EXPLOSIVES LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
PREMEXPLN,Premier Explosives Limited,13-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
PREMIER,Premier Limited,13-Aug-2026,Board Meeting Intimation,PREMIER LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
PREMIER,Premier Limited,13-Aug-2026,Financial Results,"PREMIER : 13-Aug-2026 :  The Company has informed the Exchange that a Board meeting to be held on August 12, 2026 has been re-scheduled. Further, the Company has informed the Exchange that the meeting of the Board of Directors of the Company will be held on August 13, 2026,  To consider and approve "
RADAAN,Radaan Mediaworks India Limited,13-Aug-2026,Board Meeting Intimation,RADAAN MEDIAWORKS INDIA LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
RADAAN,Radaan Mediaworks India Limited,13-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
RAJMET,Rajnandini Metal Limited,13-Aug-2026,Board Meeting Intimation,Rajnandini Metal Limited has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
RAJMET,Rajnandini Metal Limited,13-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
RAMANEWS,Shree Rama Newsprint Limited,13-Aug-2026,Board Meeting Intimation,SHREE RAMA NEWSPRINT LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
RAMANEWS,Shree Rama Newsprint Limited,13-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
RANEHOLDIN,Rane Holdings Limited,13-Aug-2026,Board Meeting Intimation,RANE HOLDINGS LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
RANEHOLDIN,Rane Holdings Limited,13-Aug-2026,Financial Results,"RANE HOLDINGS LTD. has informed that the meeting of the Board of Directors of the Company is scheduled on August 13, 2026, inter alia, to consider and approve the Unaudited Financial Results for the quarter and year ending June 30, 2026. Further, in accordance with Rane's lnsider code, the 'Trading "
RCF,Rashtriya Chemicals and Fertilizers Limited,13-Aug-2026,Board Meeting Intimation,Rashtriya Chemicals and Fertilizers Limited has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Fund raising.
RCF,Rashtriya Chemicals and Fertilizers Limited,13-Aug-2026,Financial Results/Fund Raising,"To consider and approve the financial results for the period ended Jun 30, 2026 and Fund Raising"
RCOM,Reliance Communications Limited,13-Aug-2026,Board Meeting Intimation,RELIANCE COMMUNICATIONS LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
RCOM,Reliance Communications Limited,13-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
REGENCERAM,Regency Ceramics Limited,13-Aug-2026,Board Meeting Intimation,Regeny Ceramics Limited has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
REGENCERAM,Regency Ceramics Limited,13-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
RELAXO,Relaxo Footwears Limited,13-Aug-2026,Board Meeting Intimation,RELAXO FOOTWEARS LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
RELAXO,Relaxo Footwears Limited,13-Aug-2026,Financial Results,"To consider and approve the unaudited financial results for the period ended Jun 30, 2026"
RETAIL,JHS Svendgaard Retail Ventures Limited,13-Aug-2026,Board Meeting Intimation,JHS SVENDGAARD RETAIL VENTURES LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Other business.
RETAIL,JHS Svendgaard Retail Ventures Limited,13-Aug-2026,Financial Results,"To consider and approve the Un-Audited financial results for the quarter ended Jun 30, 2026 and the corrections in the financial Results and Statements for the Quarter and Half Year ended September 30, 2025 and Quarter and Year ended March 31, 2026."
RHL,Robust Hotels Limited,13-Aug-2026,Board Meeting Intimation,ROBUST HOTELS LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
RHL,Robust Hotels Limited,13-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
RITCO,Ritco Logistics Limited,13-Aug-2026,Board Meeting Intimation,RITCO LOGISTICS LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
RITCO,Ritco Logistics Limited,13-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
ROLLT,Rollatainers Limited,13-Aug-2026,Board Meeting Intimation,ROLLATAINERS LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Other business.
ROLLT,Rollatainers Limited,13-Aug-2026,Financial Results/Other business matters,"To consider and approve the financial results for the period ended Jun 30, 2026 and other business matters"
ROML,Raj Oil Mills Limited,13-Aug-2026,Board Meeting Intimation,RAJ OIL MILLS LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
